antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,rule_score
"22356, 22355, 20724, 20725",20719,0.013358633776091,0.060796963946869,0.010246679316888,0.7670454545454545,12.616509193054137,1.0,0.0094345149408236,4.031700837691488,0.9332051183424366,0.1603325415676959,0.7519657235846422,0.4677923901940755,4,1,9.916158359643376
"20723, 22355, 20725",22356,0.0151043643263757,0.0541935483870967,0.0107020872865275,0.7085427135678392,13.074300071787508,1.0,0.0098835281875497,3.245094549499443,0.9376770863394288,0.1826424870466321,0.6918425689155189,0.4530108525822389,3,1,9.91409265405613
"22699, 22077",22697,0.0127514231499051,0.0697533206831119,0.0103984819734345,0.8154761904761906,11.69085833462874,1.0,0.0095090278652931,5.0413368427495895,0.9262743980080348,0.1442105263157894,0.8016399159206765,0.4822756360433183,2,1,9.9135140545155
"22383, 22355, 20724",20719,0.01707779886148,0.060796963946869,0.0120683111954459,0.7066666666666667,11.623387432376196,1.0,0.0110300328737726,3.20182853199931,0.9298462883368545,0.1833910034602076,0.6876784655999137,0.4525842696629213,3,1,9.912742405326659
"20726, 22355","20723, 20719",0.0184440227703984,0.0305123339658444,0.0100948766603415,0.5473251028806585,17.937831419036506,1.0,0.0095321064778975,2.141686389511817,0.9619949580105536,0.259765625,0.5330782298953007,0.4390854370124685,2,2,9.910973675711888
"21931, 22386",20712,0.0385578747628083,0.0630740037950664,0.0210246679316888,0.545275590551181,8.645013123359577,1.0,0.0185926683925697,2.060426000312148,0.9197915844319886,0.2608286252354048,0.5146634725787272,0.4393044619422571,2,1,9.910848988364636
"85099B, 22411, DOT",20711,0.0209487666034155,0.0381783681214421,0.0118406072106261,0.5652173913043478,14.80465035871726,1.0,0.0110408174875508,2.2121897533206827,0.9524053742985444,0.2504012841091493,0.5479592116820378,0.4376782781571441,3,1,9.908037596725809
"85099B, DOT, 22386",20711,0.0209487666034155,0.0381783681214421,0.0118406072106261,0.5652173913043478,14.80465035871726,1.0,0.0110408174875508,2.2121897533206827,0.9524053742985444,0.2504012841091493,0.5479592116820378,0.4376782781571441,3,1,9.908037596725809
"22423, 20719","22356, 22355",0.0197343453510436,0.0304364326375711,0.010550284629981,0.5346153846153846,17.56498177632841,1.0,0.0099496415570574,2.0833597315225743,0.9620540501396792,0.2662835249042145,0.5200060820657345,0.4406244005371187,2,2,9.907254792014024
"85099B, 21931, 21929","22411, 22386",0.0202656546489563,0.0348387096774193,0.0112333965844402,0.5543071161048689,15.910667221528646,1.0,0.0105273673257023,2.165529953917051,0.956533869630399,0.2560553633217993,0.5382192713653389,0.4383736016254193,3,2,9.90717736094671
21990,"21993, DOT",0.0274762808349146,0.0174573055028463,0.0109297912713472,0.3977900552486187,22.78645207782849,1.0,0.0104501294427301,1.6315617220549066,0.9831269457235272,0.3214285714285713,0.3870903034299384,0.511938505885179,1,2,9.907007669511554
21216,21218,0.0302846299810246,0.02853889943074,0.0137381404174573,0.4536340852130326,15.895290086919427,1.0,0.0128738504081316,1.7780411886565817,0.9663539544103756,0.3047138047138047,0.4375833325011098,0.4675085319682184,1,1,9.906085870036899
"22356, 20727","20723, 20719",0.0205692599620493,0.0305123339658444,0.010853889943074,0.5276752767527676,17.293835251785357,1.0,0.0102262738136816,2.052587167931689,0.9619627892256534,0.269811320754717,0.5128099719108834,0.4416983348937967,2,2,9.90474907227455
"22382, 22355, 20724",20719,0.0144212523719165,0.060796963946869,0.0107779886148007,0.7473684210526316,12.292857612195284,1.0,0.0099012202542766,3.7176786843769767,0.9320939111759504,0.1672555948174322,0.7310149464496866,0.4623234115250673,3,1,9.90205456475799
"22699, 22197, DOT",22697,0.0120683111954459,0.0697533206831119,0.0100189753320683,0.8301886792452831,11.901780031617632,1.0,0.0091771705511487,5.478119333755009,0.9271683103313404,0.1395348837209302,0.8174556012611459,0.4869115322232944,3,1,9.899472045202124
"22699, 22469",22697,0.0120683111954459,0.0697533206831119,0.0100189753320683,0.8301886792452831,11.901780031617632,1.0,0.0091771705511487,5.478119333755009,0.9271683103313404,0.1395348837209302,0.8174556012611459,0.4869115322232944,2,1,9.899472045202124
"22356, 20727","22355, 20723, 20724",0.0205692599620493,0.025123339658444,0.0101707779886148,0.4944649446494464,19.6814974192038,1.0,0.0096540094840654,1.9284056565880408,0.9691250427959396,0.2863247863247863,0.4814369079536326,0.4496493907537262,2,3,9.898008434828439
"22355, 20727","20723, 20719",0.0229981024667931,0.0305123339658444,0.0116888045540796,0.5082508250825082,16.657225424034937,1.0,0.0109870787710321,1.9715084752238197,0.962092289314166,0.2794918330308529,0.4927741815127257,0.445667701098468,2,2,9.895798702573488
"20724, 22355, 20719","21212, 20723",0.0253510436432637,0.0192789373814041,0.0107020872865275,0.4221556886227545,21.89724880946768,1.0,0.0102133461035757,1.6972063985213004,0.979154757506016,0.3154362416107382,0.410796470676015,0.4886368994294875,3,2,9.89306101832827
"20711, 85099B","21931, 20712, 22386",0.0255787476280834,0.0210246679316888,0.0110815939278937,0.4332344213649852,20.606005420518706,1.0,0.0105438092529048,1.727302025691209,0.976446743080794,0.3119658119658119,0.4210624516579067,0.4801551168196767,2,3,9.892794701406546
"23204, 20725",20724,0.016774193548387,0.0758254269449715,0.0128273244781783,0.7647058823529412,10.085085085085089,1.0,0.0115554140907143,3.927741935483872,0.9162123965273572,0.1607992388201712,0.7454007884362681,0.4669375257610552,2,1,9.892591553491158
"20723, 22355, 20727",22356,0.0148007590132827,0.0541935483870967,0.010550284629981,0.7128205128205127,13.153235653235653,1.0,0.0097481789802289,3.293433179723501,0.937854031104854,0.1805194805194805,0.6963654808129568,0.453749191984486,3,1,9.891837339801116
"20727, 20719","22356, 22355",0.0214800759013282,0.0304364326375711,0.0111574952561669,0.519434628975265,17.066212560471612,1.0,0.0105037183729462,2.017547717379172,0.9620700281353622,0.2737430167597766,0.5043487738178423,0.4430090850611986,2,2,9.890876076175656
"20726, 22355",20724,0.0184440227703984,0.0758254269449715,0.013662239089184,0.7407407407407407,9.769028287546806,1.0,0.0122637131880358,3.5646733532122523,0.9145027837921436,0.1694915254237288,0.7194693872584805,0.4604604604604604,2,1,9.886429639516017
"20724, 20725",20719,0.0297533206831119,0.060796963946869,0.0174573055028463,0.586734693877551,9.650723585314276,1.0,0.0156483939379755,2.2726394452643657,0.9238689972075684,0.2388369678089304,0.5599829959460751,0.4369378837677392,2,1,9.885049716592285
"20723, 20725",20719,0.0226944971537001,0.060796963946869,0.0145730550284629,0.6421404682274248,10.562048275775682,1.0,0.0131932985032171,2.624501941868095,0.9263443130630632,0.211453744493392,0.618975324785544,0.4409204213796299,2,1,9.883910254629718
"85099B, 20712, 22411, 22386",21931,0.0164705882352941,0.0859203036053131,0.0132068311195445,0.8018433179723502,9.332407874810702,1.0,0.01179167317781,4.612913816689466,0.9077984930979486,0.1480851063829787,0.7832172809337967,0.4777767826610867,4,1,9.882841956217414
"22077, 85099B",DOT,0.0163946869070208,0.0512333965844402,0.0110815939278937,0.6759259259259259,13.193072702331962,1.0,0.0102416384317086,2.927622661968013,0.9396072122087892,0.1959731543624161,0.658425925925926,0.4461111111111111,2,1,9.882055580958154
"22382, 20719",22356,0.0176091081593927,0.0541935483870967,0.0118406072106261,0.6724137931034483,12.407635467980295,1.0,0.0108863071555365,2.8871986417657047,0.9358845589240395,0.1974683544303797,0.6536435056687209,0.4454505940307157,2,1,9.878695830293996
"22699, 82482",22697,0.0130550284629981,0.0697533206831119,0.010550284629981,0.8081395348837208,11.585678315661614,1.0,0.0096396530430743,4.848558449772868,0.9257725251007376,0.1460084033613445,0.7937531308822635,0.4796954475289116,2,1,9.878067637654892
"20712, DOT, 22386",20711,0.0174573055028463,0.0381783681214421,0.0104743833017077,0.6000000000000001,15.715705765407558,1.0,0.0098078918658116,2.404554079696396,0.953006308742114,0.2319327731092437,0.5841224747474748,0.4371769383697813,3,1,9.876739562624183
"22423, 22355","22356, 20724",0.017685009487666,0.0388614800759013,0.0106261859582542,0.6008583690987125,15.461541040772532,1.0,0.0099389203144072,2.4080137112076883,0.9521623948605868,0.2314049586776859,0.584719972587502,0.4371479345493562,2,2,9.871935382858341
"85099B, 22698",22699,0.0145730550284629,0.0732447817836812,0.0115370018975332,0.7916666666666667,10.80850604490501,1.0,0.0104696016620518,4.448425047438332,0.9209006109203532,0.1512437810945273,0.7752013377013378,0.4745898100172712,2,1,9.871905584340816
"23205, 20724","20723, 20719",0.0188994307400379,0.0305123339658444,0.010246679316888,0.5421686746987951,17.768836540190613,1.0,0.0096700135743836,2.117565165285129,0.9619010779307856,0.2616279069767442,0.5277595153179853,0.4389947851105916,2,2,9.871350173215745
"22356, 20723, 20725",22355,0.013965844402277,0.0636812144212523,0.0107020872865275,0.7663043478260869,12.033444317769602,1.0,0.0098127253545722,4.006573408057896,0.9298849012218496,0.1598639455782313,0.7504101639598488,0.4671807793957609,3,1,9.868695094529212
22624,22625,0.0472865275142315,0.0368880455407969,0.0201138519924098,0.4253611556982343,11.531138325770035,1.0,0.0183695444119987,1.676030021307496,0.9586075134985632,0.3139810426540285,0.4033519762254108,0.4853143227050842,1,1,9.865639894215697
21669,"21668, 21672",0.0300569259962049,0.0172296015180265,0.0115370018975332,0.3838383838383838,22.27784452454056,1.0,0.0110191330397617,1.5949880237658258,0.9847097005366534,0.3227176220806794,0.3730360447227917,0.5267209540337294,1,2,9.865396275755367
"23209, 23199",23203,0.0197343453510436,0.0870588235294117,0.0149525616698292,0.7576923076923077,8.703222453222454,1.0,0.0132345127804442,3.767693744164332,0.9029185360744107,0.1628099173553719,0.7345856463124504,0.4647223526255784,2,1,9.860264492398475
"22379, DOT, 85099B",21935,0.0192789373814041,0.0394686907020872,0.0113092979127134,0.5866141732283464,14.862772562083585,1.0,0.0105483834961419,2.323570976777808,0.9510530955018858,0.2383999999999999,0.5696279519781481,0.4365763173834039,3,1,9.860252316658414
"22383, 20724",20723,0.0242884250474383,0.0532068311195445,0.0145730550284629,0.6,11.276747503566334,1.0,0.0132807448988042,2.3669829222011383,0.9340075197718138,0.2316043425814233,0.5775212441879108,0.4369472182596291,2,1,9.860199714693229
"22384, 20719",20723,0.0148007590132827,0.0532068311195445,0.0104743833017077,0.7076923076923077,13.300779106770548,1.0,0.0096868818164469,3.239029261959453,0.938710055603939,0.1820580474934037,0.6912655245988579,0.4522769669702623,2,1,9.859389376123637
"22383, 20724","22356, 20725",0.0242884250474383,0.0229222011385199,0.0110056925996204,0.453125,19.76795322847682,1.0,0.0104489484353452,1.7866565464895636,0.9730468488043024,0.3039832285115303,0.4402953371397498,0.4666287251655629,2,2,9.858188250206869
"20711, 20712","21931, 22386",0.021707779886148,0.0385578747628083,0.0121442125237191,0.5594405594405594,14.509112934309783,1.0,0.0113072066654904,2.182321014427276,0.9517379160524478,0.252365930599369,0.5417722720951582,0.4372005946809096,2,2,9.857440615658723
"22382, 20724",22355,0.0218595825426944,0.0636812144212523,0.0144212523719165,0.6597222222222223,10.359761952059332,1.0,0.0130292076088561,2.751630716802851,0.923663585906646,0.2027748132337246,0.6365791405461882,0.4430911468679646,2,1,9.856298926558656
"23204, 20724","22356, 22355",0.0244402277039848,0.0304364326375711,0.0121442125237191,0.4968944099378882,16.32564551354533,1.0,0.0114003391795599,1.9271572141401363,0.9622646463860576,0.2841918294849023,0.4811009747089147,0.4479484518517371,2,2,9.851533351721526
"22960, 22178",DOT,0.0141176470588235,0.0512333965844402,0.0100189753320683,0.7096774193548387,13.851851851851851,1.0,0.0092956803214644,3.2679738562091507,0.941093512692558,0.1810699588477366,0.6940000000000001,0.4526164874551971,2,1,9.848999884379685
"20711, 22411, 22386",DOT,0.0141176470588235,0.0512333965844402,0.0100189753320683,0.7096774193548387,13.851851851851851,1.0,0.0092956803214644,3.2679738562091507,0.941093512692558,0.1810699588477366,0.6940000000000001,0.4526164874551971,3,1,9.848999884379685
"21931, 21080",DOT,0.0141176470588235,0.0512333965844402,0.0100189753320683,0.7096774193548387,13.851851851851851,1.0,0.0092956803214644,3.2679738562091507,0.941093512692558,0.1810699588477366,0.6940000000000001,0.4526164874551971,2,1,9.848999884379685
"20727, 20719, 20728",20724,0.0126755218216318,0.0758254269449715,0.0106261859582542,0.8383233532934131,11.055966145786504,1.0,0.0096650591043787,5.716190877784804,0.9212281453171676,0.1364522417153996,0.8250583261859985,0.4892317467167766,3,1,9.848853478958471
"20712, 22411","21931, 22386",0.0294497153700189,0.0385578747628083,0.0148766603415559,0.5051546391752577,13.101205454988229,1.0,0.0137411419045184,1.942914294750158,0.9516983926596368,0.28,0.485309258003791,0.4454907054144005,2,2,9.845574224042434
"21928, 22386","85099B, 22411",0.028235294117647,0.0501707779886148,0.0157874762808349,0.5591397849462366,11.14473020675744,1.0,0.0143708896082152,2.154490674318508,0.9367200596014156,0.2521212121212122,0.5358531777742263,0.4369072600979292,2,2,9.837905932650903
"85099B, 21928",22386,0.0396204933586337,0.086831119544592,0.0237571157495256,0.599616858237548,6.905552541328404,1.0,0.0203168239542863,2.280737586591976,0.890469850310159,0.2313377679231337,0.5615453501188342,0.4366091284194733,2,1,9.837074991405148
"85099B, 21928",21929,0.0396204933586337,0.0621631878557874,0.0212523719165085,0.5363984674329502,8.628876444968398,1.0,0.0187894357449168,2.0229372559474337,0.9205840512131512,0.2639019792648445,0.5056692949521786,0.439139404656646,2,1,9.836694559467253
"20727, 20724","22356, 20719",0.0264136622390891,0.0296774193548387,0.0126755218216318,0.4798850574712644,16.170039980009996,1.0,0.0118916324906653,1.865592585991802,0.9636096949314904,0.291958041958042,0.4639772866226462,0.4534975159479084,2,2,9.835901437381317
"22355, 22382, 20728",20724,0.0116129032258064,0.0758254269449715,0.0100189753320683,0.8627450980392156,11.378044711378044,1.0,0.0091384219869009,6.733271889400919,0.9228281509613102,0.1294117647058823,0.8514837932544896,0.4974386150856739,3,1,9.834979154471645
"23205, 22355","22356, 20724",0.0182922201138519,0.0388614800759013,0.010853889943074,0.5933609958506225,15.268615469398345,1.0,0.0101430271955755,2.363616156139876,0.951918886741834,0.2344262295081967,0.5769194598698533,0.4363289354253112,2,2,9.833408165966496
"20711, 20712, 22386",DOT,0.0151043643263757,0.0512333965844402,0.0104743833017077,0.6934673366834171,13.535455053042991,1.0,0.0097005354140187,3.095156624257318,0.940322937329116,0.1875,0.6769145728643216,0.4489558905639307,3,1,9.831670917401
"22383, 22356",20719,0.0191271347248576,0.060796963946869,0.0129791271347248,0.6785714285714286,11.161271624754772,1.0,0.0118162554144507,2.9219650010541853,0.9281574671027176,0.1938775510204081,0.657764552402503,0.4460272873194221,2,1,9.830027516624586
"22383, 20724","22355, 20727",0.0242884250474383,0.0229981024667931,0.0110056925996204,0.453125,19.702712458745875,1.0,0.0104471049116224,1.7865177554892926,0.972875172682037,0.3033472803347279,0.4402518548011186,0.4658364273927392,2,2,9.82565297545371
"47566, 20724",22356,0.0202656546489563,0.0541935483870967,0.0129791271347248,0.6404494382022472,11.817817014446227,1.0,0.0118808593989104,2.630524193548387,0.934316539722408,0.2111111111111111,0.6198476324785015,0.4399726182607875,2,1,9.823530472661183
"22356, 20719","21212, 20723, 20724",0.0296774193548387,0.0154079696394686,0.0110056925996204,0.3708439897698209,24.06832298136646,1.0,0.0105484238232233,1.5649409913453975,0.9877659574468084,0.3229398663697104,0.3609982705224631,0.5425648520277676,2,3,9.823233196314133
"22355, 20724, 20725","20723, 20719",0.0195825426944971,0.0305123339658444,0.0104743833017077,0.5348837209302326,17.530082147402524,1.0,0.0098768742191128,2.0843984819734347,0.9617894853765344,0.264367816091954,0.520245284839569,0.4390836515098924,3,2,9.821363706077436
20727,22384,0.0920683111954459,0.079089184060721,0.0403795066413662,0.4385820280296785,5.545410959012489,1.0,0.0330978990310698,1.6403301317684953,0.90278896958162,0.3087637840975044,0.3903666215520493,0.4745693249553383,1,1,9.82077081624307
"20726, 20723, 20719",22355,0.0128273244781783,0.0636812144212523,0.0100948766603415,0.7869822485207101,12.358153902574918,1.0,0.0092780170597957,4.395496521189121,0.9310243161340226,0.152,0.772494416687772,0.4727521492901524,3,1,9.817921443591459
"20727, 20719","22356, 20723",0.0214800759013282,0.028235294117647,0.010853889943074,0.5053003533568905,17.89605418138987,1.0,0.0102473936823306,1.9643529411764709,0.9648467418402262,0.279296875,0.4909265137449841,0.444854477753714,2,2,9.815045143997729
"22699, 23170",23173,0.0203415559772296,0.0289184060721062,0.010550284629981,0.5186567164179104,17.935176479805694,1.0,0.009962039254093,2.0174408307959344,0.9638498544931005,0.2725490196078431,0.5043225135849594,0.4417430563716849,2,1,9.81408549566187
"22355, 47566, 20724",20719,0.0131309297912713,0.060796963946869,0.0100948766603415,0.7687861271676302,12.645140106658586,1.0,0.0092965559952327,4.062053130929793,0.9331716462360332,0.1581450653983353,0.7538190743036631,0.4674142870544767,3,1,9.81364176532812
"23209, 20725, 85099B",23203,0.0143453510436432,0.0870588235294117,0.0120683111954459,0.8412698412698413,9.663234663234665,1.0,0.0108194218104699,5.751529411764706,0.9095629836485736,0.135089209855565,0.8261332024218623,0.4899461673655222,3,1,9.810798290060948
"23204, 20725",22355,0.016774193548387,0.0636812144212523,0.0120683111954459,0.7194570135746606,11.29779040982855,1.0,0.0110001101793474,3.337523413111342,0.9270374222090162,0.1764705882352941,0.7003766337423925,0.4544841682891182,2,1,9.809454673027558
"22355, 22197",20724,0.0186717267552182,0.0758254269449715,0.0137381404174573,0.7357723577235772,9.703504317325455,1.0,0.012322348764443,3.4976453072544147,0.914010603598318,0.1701127819548872,0.7140933650630855,0.4584767694523792,2,1,9.80844186112214
"20727, 20724, 20725",22356,0.0161669829222011,0.0541935483870967,0.0111574952561669,0.6901408450704226,12.73474178403756,1.0,0.0102813490848993,3.052375366568916,0.9366169241960014,0.1884615384615384,0.6723862959475819,0.4480115990057995,3,1,9.806060888945867
"84692, 20719",20723,0.0140417457305502,0.0532068311195445,0.0100948766603415,0.7189189189189189,13.51177854030921,1.0,0.0093477598666325,3.36839877390162,0.9391781995404216,0.1766268260292164,0.7031230364563698,0.4543239387747234,2,1,9.80603520588864
"20724, 20723, 20719","22355, 20728",0.0247438330170777,0.0204174573055028,0.0107020872865275,0.4325153374233129,21.18360435149497,1.0,0.0101968811323268,1.726183291450844,0.9769676035169004,0.3105726872246696,0.42068724396034,0.4783394530982736,3,2,9.805502569517722
"23204, 22355","20724, 20723, 20719",0.0222390891840607,0.0247438330170777,0.0106261859582542,0.477815699658703,19.310496450930717,1.0,0.0100759056490319,1.867647430888864,0.9697817552731386,0.2922755741127348,0.464567035800717,0.4536317762097196,2,3,9.804631287621724
"85099B, 23200, 23203",23202,0.0158633776091081,0.0622390891840607,0.0115370018975332,0.7272727272727274,11.685144124168517,1.0,0.0105496797237594,3.438456672991779,0.9291608823075737,0.1733181299885975,0.7091718479820465,0.456319290465632,3,1,9.804474904253173
"20712, DOT","21931, 22411",0.0270967741935483,0.039089184060721,0.0141176470588235,0.5210084033613446,13.328710124826632,1.0,0.0130584562649201,2.006112054329372,0.9507358603576624,0.2711370262390671,0.5015233581584293,0.4410867259525169,2,2,9.803816443767666
22817,"21935, DOT",0.021707779886148,0.025426944971537,0.010550284629981,0.4860139860139859,19.11413213652019,1.0,0.0099983221053617,1.8961081206676216,0.9687112595593476,0.2883817427385892,0.4726039147768118,0.4504696795741571,1,2,9.80093541778123
"21934, 21935","85099B, DOT",0.0192030360531309,0.0361290322580645,0.0109297912713472,0.5691699604743082,15.753811405985315,1.0,0.0102360041623309,2.2372417875110977,0.9548594988735832,0.2461538461538461,0.5530210433301056,0.4358454844388347,2,2,9.800302504729132
"20724, 22355, 20719","23204, 20723",0.0253510436432637,0.0190512333965844,0.0106261859582542,0.4191616766467065,22.00181310685402,1.0,0.0101432173089594,1.6888499383790765,0.979377440564264,0.3146067415730337,0.4078810809207953,0.4884653004747477,3,2,9.799805403864054
"85099B, 23200",23203,0.0216318785578747,0.0870588235294117,0.0158633776091081,0.7333333333333332,8.423423423423422,1.0,0.0139801317111284,3.423529411764704,0.9007687425065236,0.1708912510220768,0.7079037800687283,0.4577739029351931,2,1,9.799089411992597
"22382, 20723, 20724",20719,0.0141935483870967,0.060796963946869,0.0106261859582542,0.748663101604278,12.314152763590965,1.0,0.0097632613086858,3.7368291008922423,0.932021316379955,0.1650943396226414,0.7323934349148506,0.4617223123502039,3,1,9.79644214213767
"21931, DOT",20711,0.0292220113851992,0.0381783681214421,0.0147248576850094,0.503896103896104,13.198471508610677,1.0,0.0136092089770963,1.9387504098075643,0.9520546012912792,0.2795389048991354,0.4842038485504395,0.4447909942939764,2,1,9.792999801829884
22469,22470,0.0824288425047438,0.0623149905123339,0.0346110056925996,0.419889502762431,6.738178074171776,1.0,0.0294744531539738,1.6163903496882626,0.9280936127231804,0.3142660234321158,0.3813375585960035,0.4876548610036272,1,1,9.792458064033756
"85099B, 20712, 22386",21931,0.0258064516129032,0.0859203036053131,0.0177609108159392,0.6882352941176471,8.010159010600706,1.0,0.0155436126583828,2.931953743152769,0.8983415407256466,0.1890145395799677,0.6589304990450884,0.4474745375181875,3,1,9.791366598603645
"85099B, 21931, DOT",20711,0.0214800759013282,0.0381783681214421,0.0119924098671726,0.558303886925795,14.623566024348609,1.0,0.0111723356221352,2.177564174573055,0.9520677134676788,0.251592356687898,0.5407712839526002,0.4362095975384442,3,1,9.791075619228417
"20711, 20712, 22411, 22386",21931,0.0113092979127134,0.0859203036053131,0.010246679316888,0.906040268456376,10.545124149216212,1.0,0.0092749810066647,9.728419625914883,0.915523369215984,0.1178010471204188,0.8972083813761316,0.5126491094932056,4,1,9.789992110309827
22384,20728,0.079089184060721,0.0840227703984819,0.0371916508538899,0.4702495201535508,5.596691443561908,1.0,0.0305463585005527,1.7290729587767786,0.891859442202662,0.2953586497890295,0.4216554050400258,0.4564436399322407,1,1,9.788252889817148
"22423, 20719","22356, 20723",0.0197343453510436,0.028235294117647,0.010246679316888,0.5192307692307693,18.38942307692308,1.0,0.0096894742716821,2.021270588235294,0.964657805308212,0.2716297786720321,0.5052616874650773,0.4410669975186104,2,2,9.783892441305554
"22383, 20719, 20725",22355,0.0134345351043643,0.0636812144212523,0.0103984819734345,0.7740112994350282,12.154468259900474,1.0,0.0095429544628036,4.143210626185958,0.930222841694904,0.1558589306029579,0.7586412832406368,0.4686504649737715,3,1,9.782575489448696
"20726, 22383",20725,0.0332447817836812,0.1147628083491461,0.0231499051233396,0.6963470319634705,6.067706445845717,1.0,0.0193346406028898,2.915292405587024,0.8639137043620175,0.1854103343465045,0.6569812351983815,0.4490333043415236,2,1,9.78136591414826
"20723, 21232",20724,0.0124478178368121,0.0758254269449715,0.0104743833017077,0.8414634146341464,11.09737786567055,1.0,0.0095305221996982,5.8294088454240285,0.9213575135420532,0.1346341463414634,0.8284560190378515,0.4898007763861423,2,1,9.781018377092071
"22356, 22197","20724, 20719",0.0166982922201138,0.0377229601518026,0.0100948766603415,0.6045454545454546,16.02592829705506,1.0,0.009464967648319,2.4333442386965918,0.9535233297446628,0.2277397260273973,0.58904293765865,0.4360755441741357,2,2,9.78032243045042
"22383, 23208",23206,0.0220872865275142,0.0744592030360531,0.0152561669829222,0.6907216494845361,9.276511449499248,1.0,0.0136115652308545,2.992581910183428,0.9123522406594784,0.1876750700280112,0.6658403913366215,0.4478073079226962,2,1,9.775369603506043
"20711, 85099B","DOT, 22386",0.0255787476280834,0.0259582542694497,0.0118406072106261,0.4629080118694362,17.832786714560886,1.0,0.0111766275758023,1.8135473387358865,0.9687016908936212,0.2982791586998088,0.4485944873669308,0.4595241813733146,2,2,9.774350024167939
"22355, 20727","20724, 20723, 20719",0.0229981024667931,0.0247438330170777,0.010853889943074,0.4719471947194719,19.07332604426087,1.0,0.010284828735926,1.846891366223909,0.969876068617523,0.294238683127572,0.4585496373592531,0.4552987507339691,2,3,9.770240524022027
21239,20675,0.0228462998102466,0.0235294117647058,0.0106261859582542,0.4651162790697674,19.76744186046512,1.0,0.010088625962719,1.8255754475703323,0.9716094453938168,0.29723991507431,0.4522275147100028,0.4583645911477869,1,1,9.769884331547939
"22961, 21790",DOT,0.0154838709677419,0.0512333965844402,0.0106261859582542,0.6862745098039216,13.395061728395062,1.0,0.0098328946563016,3.0241935483870965,0.9398988953379518,0.1894451962110961,0.6693333333333333,0.4468409586056645,2,1,9.768322724877832
"22382, 20719",22355,0.0176091081593927,0.0636812144212523,0.0124478178368121,0.7068965517241379,11.100550737741976,1.0,0.0113264484443468,3.1944993860921973,0.9262243646155848,0.1808158765159868,0.6869619057202916,0.4511836751469319,2,1,9.767729262654816
"20711, 20712","21931, 22411, 22386",0.021707779886148,0.0233776091081593,0.010246679316888,0.472027972027972,20.191456271001723,1.0,0.0097392033241037,1.8497616145368636,0.971564612948739,0.2941176470588235,0.4593897980468276,0.4551698301698301,2,3,9.766040539244562
"20723, 22355, 20724","20719, 20728",0.025123339658444,0.0198861480075901,0.0107020872865275,0.4259818731117825,21.421035031479903,1.0,0.0102024808356347,1.7074615000499351,0.9778846429936104,0.3119469026548672,0.4143352573567516,0.4820749060215401,3,2,9.765625353814878
21672,21673,0.0296774193548387,0.0267931688804554,0.0132068311195445,0.4450127877237851,16.60918832368518,1.0,0.0124116790108343,1.7535662256577969,0.9685360112496944,0.3052631578947368,0.4297335422134511,0.4689653173746404,1,1,9.761566667240404
20712,DOT,0.0630740037950664,0.0512333965844402,0.0270967741935483,0.4296028880866425,8.385211926728172,1.0,0.0238652787429472,1.663343981937405,0.9400341471650228,0.3107049608355091,0.3988014440433213,0.4792458884877657,1,1,9.761101481259406
"23204, 22355, 20719",22356,0.0157115749525616,0.0541935483870967,0.0109297912713472,0.6956521739130433,12.836438923395445,1.0,0.010078325273918,3.1076497695852523,0.9368156230721776,0.1853281853281853,0.6782134171659053,0.4486664230909755,3,1,9.759972041746709
"20723, 20725",22356,0.0226944971537001,0.0541935483870967,0.013965844402277,0.6153846153846154,11.355311355311356,1.0,0.0127359490726571,2.459096774193549,0.9331119913016463,0.2219541616405307,0.5933466260887816,0.4365438483085542,2,1,9.759169940165387
"47566, 20719",22355,0.0174573055028463,0.0636812144212523,0.0123719165085388,0.7086956521739131,11.128802404518838,1.0,0.0112602140935948,3.2142286669121187,0.926314018487845,0.1799116997792494,0.6888833671685558,0.4514872778152045,2,1,9.757648744679766
21929,85099B,0.0621631878557874,0.1467172675521821,0.0381024667931688,0.6129426129426129,4.177712842999961,1.0,0.0289820537286347,2.204538037459819,0.8110521655688672,0.2231111111111111,0.5463902264293653,0.4363212806047777,1,1,9.756891912777048
"22356, 20723, 20724","21212, 22355",0.0243643263757115,0.0207210626185958,0.0106261859582542,0.4361370716510903,21.04800702931544,1.0,0.0101213312257632,1.736732259112877,0.9762758674342618,0.3083700440528634,0.4242060082935293,0.4744787922358016,3,2,9.75464334709677
"23203, 23208",23202,0.0166982922201138,0.0622390891840607,0.0119165085388994,0.7136363636363637,11.466047671840355,1.0,0.0108772220401902,3.274720640944551,0.9282867938257614,0.1778029445073612,0.6946304403811487,0.452549889135255,2,1,9.750788651481532
"21993, 21990",DOT,0.0161669829222011,0.0512333965844402,0.0109297912713472,0.676056338028169,13.195618153364633,1.0,0.0101015018237202,2.928801254021945,0.9394046057707144,0.1935483870967742,0.6585633802816901,0.4446948356807512,2,1,9.750446340011859
"22356, 23204","20723, 20719",0.0185958254269449,0.0305123339658444,0.0100948766603415,0.5428571428571428,17.791400142146408,1.0,0.009527474624544,2.1207542694497152,0.9616762323442016,0.2587548638132295,0.5284696513851763,0.4368514570007107,2,2,9.749822316986439
